7.4512 	INFO 	Loaded monitor calibration from ['2023_06_22 15:32']
7.7338 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002270761A770>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002270761A710>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002270770EEC0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.7338 	EXP 	window1: backgroundImage = ''
7.7338 	EXP 	window1: backgroundFit = 'none'
7.7952 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.7952 	EXP 	window1: recordFrameIntervals = False
8.0330 	EXP 	window1: recordFrameIntervals = True
8.2158 	EXP 	Screen (0) actual frame rate measured at 60.09Hz
8.2159 	EXP 	window1: recordFrameIntervals = False
11.3166 	INFO 	keyboard.Keyboard is using iohub backend.
11.3167 	INFO 	keyboard.Keyboard is using iohub backend.
11.3167 	INFO 	keyboard.Keyboard is using iohub backend.
11.3167 	INFO 	keyboard.Keyboard is using iohub backend.
11.3168 	INFO 	keyboard.Keyboard is using iohub backend.
11.3168 	INFO 	keyboard.Keyboard is using iohub backend.
11.3168 	EXP 	demo_experiment: status = STARTED
11.4139 	EXP 	Created intro_welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intro_welcome', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
